rental_id,customer_id,vehicle_id,status_date_time,status_location,status
450,173,450,2026-08-23 23:39:51,Manchester,SERVICEREQ
451,326,451,2026-09-16 00:15:40,Luton,RENTED
452,773,452,2026-09-07 01:25:40,Bristol,AVAILABLE
453,349,453,2026-09-10 08:31:35,Luton,RENTED
454,936,454,2026-09-21 11:45:25,Luton,RENTED
455,297,455,2026-09-11 22:51:44,Bristol,SERVICEREQ
456,727,456,2026-09-01 16:58:05,Manchester,DAMAGED
457,321,457,2026-09-07 22:23:01,Manchester,RENTED
458,375,458,2026-09-11 03:44:34,Manchester,RENTED
459,18,459,2026-08-26 18:54:37,Luton,SERVICEREQ
460,569,460,2026-09-12 19:53:42,Bristol,DAMAGED
461,203,461,2026-09-07 23:49:05,Luton,AVAILABLE
462,120,462,2026-09-04 09:44:31,Luton,SERVICEREQ
463,272,463,2026-08-26 07:34:05,Bristol,RENTED
464,778,464,2026-09-08 09:44:36,Manchester,RENTED
465,195,465,2026-09-13 06:03:43,Bristol,DAMAGED
466,293,466,2026-09-13 07:18:37,Luton,AVAILABLE
467,360,467,2026-09-12 06:26:51,Manchester,AVAILABLE
468,564,468,2026-09-11 02:27:15,Manchester,DAMAGED
469,423,469,2026-09-05 12:16:12,Manchester,SERVICEREQ
470,991,470,2026-08-24 14:30:58,Manchester,SERVICEREQ
471,568,471,2026-09-04 07:42:22,Manchester,AVAILABLE
472,31,472,2026-09-09 08:45:19,Bristol,DAMAGED
473,914,473,2026-09-22 01:41:18,Manchester,RENTED
474,757,474,2026-09-08 15:48:33,Luton,AVAILABLE
475,799,475,2026-09-17 04:53:34,Manchester,SERVICEREQ
476,801,476,2026-09-15 18:28:42,Bristol,RENTED
477,92,477,2026-08-31 05:54:36,Luton,DAMAGED
478,617,478,2026-08-30 20:49:34,Manchester,DAMAGED
479,160,479,2026-08-30 11:27:22,Luton,AVAILABLE
480,265,480,2026-08-25 18:08:09,Luton,SERVICEREQ
481,208,481,2026-08-27 23:38:22,Manchester,AVAILABLE
482,553,482,2026-09-22 12:03:43,Bristol,SERVICEREQ
483,46,483,2026-09-08 18:31:44,Manchester,AVAILABLE
484,54,484,2026-09-13 17:16:44,Luton,AVAILABLE
485,479,485,2026-08-30 22:43:01,Bristol,SERVICEREQ
486,303,486,2026-09-04 09:18:05,Manchester,DAMAGED
487,194,487,2026-09-16 22:11:58,Manchester,RENTED
488,301,488,2026-09-10 22:44:57,Bristol,AVAILABLE
489,313,489,2026-08-25 17:30:21,Manchester,RENTED
490,208,490,2026-09-04 16:48:27,Bristol,RENTED
491,254,491,2026-09-16 13:10:58,Manchester,RENTED
492,391,492,2026-08-27 10:11:17,Manchester,AVAILABLE
493,641,493,2026-09-18 07:35:04,Manchester,DAMAGED
494,114,494,2026-09-09 21:38:42,Manchester,SERVICEREQ
495,89,495,2026-09-11 06:33:00,Bristol,SERVICEREQ
496,235,496,2026-09-21 18:34:15,Manchester,RENTED
497,260,497,2026-09-16 14:30:44,Luton,RENTED
498,937,498,2026-09-08 12:58:51,Manchester,SERVICEREQ
499,291,499,2026-09-19 22:28:12,Luton,AVAILABLE
500,398,500,2026-09-06 13:05:23,Luton,SERVICEREQ
